month,practice,pct,chemical_code,chemical,carbonate,citrate,total_lithium,total_cost
2011-08-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,3,0,3,0.73
2011-08-01 00:00:00+00:00,Y00183,08F,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-08-01 00:00:00+00:00,C87019,03L,0402030K0,Lithium Carbonate,3,0,3,3.5300000000000002
2011-08-01 00:00:00+00:00,Y02102,5M2,0402030K0,Lithium Carbonate,5,0,5,6.03
2011-08-01 00:00:00+00:00,Y01660,09Y,0402030K0,Lithium Carbonate,2,0,2,0.6499999999999999
2011-08-01 00:00:00+00:00,C86612,02X,0402030K0,Lithium Carbonate,3,0,3,7.08
2011-08-01 00:00:00+00:00,K84615,10Q,0402030K0,Lithium Carbonate,2,0,2,2.29
2011-08-01 00:00:00+00:00,Y01188,00Y,0402030K0,Lithium Carbonate,3,0,3,1.4
2011-08-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,1,0,1,2.15
2011-08-01 00:00:00+00:00,Y00622,NTP,0402030K0,Lithium Carbonate,1,0,1,0.35
2011-08-01 00:00:00+00:00,G81677,09D,0402030K0,Lithium Carbonate,3,0,3,2.02
2011-08-01 00:00:00+00:00,Y00390,99J,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-08-01 00:00:00+00:00,Y02018,01Y,0402030K0,Lithium Carbonate,1,0,1,0.35
2011-08-01 00:00:00+00:00,D82615,06Y,0402030K0,Lithium Carbonate,1,0,1,1.94
2011-08-01 00:00:00+00:00,Y01866,15E,0402030K0,Lithium Carbonate,2,0,2,0.18
2011-08-01 00:00:00+00:00,M92036,06A,0402030K0,Lithium Carbonate,5,0,5,3.9400000000000004
2011-08-01 00:00:00+00:00,C88075,03N,0402030K0,Lithium Carbonate,6,0,6,6.51
2011-08-01 00:00:00+00:00,Y01897,15M,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-08-01 00:00:00+00:00,Y00599,NVE,0402030K0,Lithium Carbonate,1,0,1,3.12
2011-08-01 00:00:00+00:00,Y00691,5FE,0402030K0,Lithium Carbonate,2,0,2,0.27
2011-08-01 00:00:00+00:00,Y01086,NVE,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-08-01 00:00:00+00:00,P81705,01E,0402030K0,Lithium Carbonate,3,0,3,3.2800000000000002
2011-08-01 00:00:00+00:00,C85600,5JE,0402030K0,Lithium Carbonate,2,0,2,7.33
2011-08-01 00:00:00+00:00,B83690,209,0402030K0,Lithium Carbonate,1,0,1,2.16
2011-08-01 00:00:00+00:00,Y00082,04G,0402030K0,Lithium Carbonate,2,0,2,0.31
2011-08-01 00:00:00+00:00,Y02204,99A,0402030K0,Lithium Carbonate,1,0,1,0.15
2011-08-01 00:00:00+00:00,H82625,09G,0402030K0,Lithium Carbonate,4,0,4,9.3
2011-08-01 00:00:00+00:00,Y02248,RYG,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-08-01 00:00:00+00:00,Y00701,03K,0402030K0,Lithium Carbonate,2,0,2,0.49
2011-08-01 00:00:00+00:00,P84668,14L,0402030K0,Lithium Carbonate,4,0,4,4.77
2011-08-01 00:00:00+00:00,P84662,14L,0402030K0,Lithium Carbonate,2,0,2,2.7800000000000002
2011-08-01 00:00:00+00:00,Y00705,NTP,0402030K0,Lithium Carbonate,2,0,2,0.32
2011-08-01 00:00:00+00:00,K81091,15D,0402030K0,Lithium Carbonate,1,0,1,2.85
2011-08-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,9,0,9,12.67
2011-08-01 00:00:00+00:00,K81632,11D,0402030K0,Lithium Carbonate,3,0,3,8.39
2011-08-01 00:00:00+00:00,Y02234,RYG,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-08-01 00:00:00+00:00,L83679,15N,0402030K0,Lithium Carbonate,1,0,1,0.29
2011-08-01 00:00:00+00:00,Y02737,05C,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-08-01 00:00:00+00:00,P84646,14L,0402030K0,Lithium Carbonate,1,0,1,1.88
2011-08-01 00:00:00+00:00,Y00528,02Y,0402030K0,Lithium Carbonate,1,0,1,3.12
2011-08-01 00:00:00+00:00,N81104,02F,0402030K0,Lithium Carbonate,9,0,9,12.129999999999999
2011-08-01 00:00:00+00:00,F81643,07G,0402030K0,Lithium Carbonate,12,0,12,14.75
2011-08-01 00:00:00+00:00,C81079,15M,0402030K0,Lithium Carbonate,6,0,6,8.690000000000001
2011-08-01 00:00:00+00:00,F85641,08D,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-08-01 00:00:00+00:00,Y03034,15E,0402030K0,Lithium Carbonate,1,0,1,0.06
2011-08-01 00:00:00+00:00,Y00356,5PE,0402030K0,Lithium Carbonate,3,0,3,2.05
2011-08-01 00:00:00+00:00,Y02390,08W,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-08-01 00:00:00+00:00,Y02148,NR5,0402030K0,Lithium Carbonate,2,0,2,2.44
2011-08-01 00:00:00+00:00,Y02628,05Y,0402030K0,Lithium Carbonate,1,0,1,0.23
2011-09-01 00:00:00+00:00,Y01838,09D,0402030K0,Lithium Carbonate,2,0,2,2.2
2011-09-01 00:00:00+00:00,Y00954,06A,0402030K0,Lithium Carbonate,1,0,1,0.18
2011-09-01 00:00:00+00:00,P84646,14L,0402030K0,Lithium Carbonate,1,0,1,1.88
2011-09-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,3,0,3,0.75
2011-09-01 00:00:00+00:00,Y00983,06F,0402030K0,Lithium Carbonate,1,0,1,3.12
2011-09-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,9,0,9,4.63
2011-09-01 00:00:00+00:00,M91605,05Y,0402030K0,Lithium Carbonate,3,0,3,2.18
2011-09-01 00:00:00+00:00,P81705,01E,0402030K0,Lithium Carbonate,3,0,3,3.2800000000000002
2011-09-01 00:00:00+00:00,J83627,99N,0402030K0,Lithium Carbonate,9,0,9,13.82
2011-09-01 00:00:00+00:00,Y01660,09Y,0402030K0,Lithium Carbonate,3,0,3,1.14
2011-09-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,1,0,1,3.12
2011-09-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,6,0,6,8.190000000000001
2011-09-01 00:00:00+00:00,L83126,15N,0402030K0,Lithium Carbonate,4,0,4,5.04
2011-09-01 00:00:00+00:00,H81655,09N,0402030K0,Lithium Carbonate,4,0,4,13.97
2011-09-01 00:00:00+00:00,M92036,06A,0402030K0,Lithium Carbonate,4,0,4,3.24
2011-09-01 00:00:00+00:00,Y00859,5P1,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-09-01 00:00:00+00:00,J82607,10X,0402030K0,Lithium Carbonate,14,0,14,21.67
2011-09-01 00:00:00+00:00,Y02241,RYG,0402030K0,Lithium Carbonate,12,0,12,28.74
2011-09-01 00:00:00+00:00,Y01083,00Y,0402030K0,Lithium Carbonate,2,0,2,0.37
2011-09-01 00:00:00+00:00,Y00978,5PH,0402030K0,Lithium Carbonate,2,0,2,0.15000000000000002
2011-09-01 00:00:00+00:00,Y02824,08N,0402030K0,Lithium Carbonate,2,0,2,0.42
2011-09-01 00:00:00+00:00,N81104,02F,0402030K0,Lithium Carbonate,6,0,6,9.56
2011-09-01 00:00:00+00:00,Y03082,08F,0402030K0,Lithium Carbonate,3,0,3,3.77
2011-09-01 00:00:00+00:00,P81677,01A,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-09-01 00:00:00+00:00,Y01086,NVE,0402030K0,Lithium Carbonate,1,0,1,0.24
2011-09-01 00:00:00+00:00,Y02082,06M,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-09-01 00:00:00+00:00,Y02247,RYG,0402030K0,Lithium Carbonate,4,0,4,5.65
2011-09-01 00:00:00+00:00,P88628,01W,0402030K0,Lithium Carbonate,4,0,4,1.9
2011-09-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-09-01 00:00:00+00:00,G83069,08A,0402030K0,Lithium Carbonate,14,0,14,19.55
2011-09-01 00:00:00+00:00,Y02595,99A,0402030K0,Lithium Carbonate,6,0,6,3.38
2011-09-01 00:00:00+00:00,Y02146,NLX,0402030K0,Lithium Carbonate,1,0,1,1.23
2011-09-01 00:00:00+00:00,Y00650,00J,0402030K0,Lithium Carbonate,1,0,1,3.12
2011-09-01 00:00:00+00:00,D81632,06H,0402030K0,Lithium Carbonate,1,0,1,0.16
2011-09-01 00:00:00+00:00,P88033,01W,0402030K0,Lithium Carbonate,2,0,2,2.56
2011-09-01 00:00:00+00:00,F85037,07X,0402030K0,Lithium Carbonate,3,0,3,8.68
2011-09-01 00:00:00+00:00,Y03403,05T,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-09-01 00:00:00+00:00,Y00700,09E,0402030K0,Lithium Carbonate,1,0,1,0.15
2011-09-01 00:00:00+00:00,Y02241,RYG,0402030P0,Lithium Citrate,0,1,1,16.92
2011-09-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,6,0,6,7.87
2011-09-01 00:00:00+00:00,Y00183,08F,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-09-01 00:00:00+00:00,P84662,14L,0402030K0,Lithium Carbonate,2,0,2,2.7800000000000002
2011-09-01 00:00:00+00:00,Y02248,RYG,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-09-01 00:00:00+00:00,Y03232,07M,0402030K0,Lithium Carbonate,3,0,3,5.61
2011-09-01 00:00:00+00:00,Y02204,99A,0402030K0,Lithium Carbonate,2,0,2,0.39
2011-09-01 00:00:00+00:00,Y00301,00R,0402030K0,Lithium Carbonate,2,0,2,0.49
2011-09-01 00:00:00+00:00,F81643,07G,0402030K0,Lithium Carbonate,9,0,9,12.78
2011-09-01 00:00:00+00:00,Y00195,NW0,0402030K0,Lithium Carbonate,2,0,2,0.27
2011-09-01 00:00:00+00:00,Y02018,01Y,0402030K0,Lithium Carbonate,2,0,2,0.49
2011-09-01 00:00:00+00:00,N85639,RY7,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-09-01 00:00:00+00:00,F85638,07X,0402030K0,Lithium Carbonate,1,0,1,1.22
2011-09-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-09-01 00:00:00+00:00,Y02102,5M2,0402030K0,Lithium Carbonate,2,0,2,0.42
2011-09-01 00:00:00+00:00,C88075,03N,0402030K0,Lithium Carbonate,5,0,5,4.34
2011-09-01 00:00:00+00:00,N85638,RY7,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-09-01 00:00:00+00:00,C87019,03L,0402030K0,Lithium Carbonate,4,0,4,8.129999999999999
2011-09-01 00:00:00+00:00,Y00030,RCD,0402030K0,Lithium Carbonate,3,0,3,0.47000000000000003
2011-09-01 00:00:00+00:00,J83634,12D,0402030K0,Lithium Carbonate,2,0,2,5.35
2011-09-01 00:00:00+00:00,Y02148,NR5,0402030K0,Lithium Carbonate,3,0,3,3.66
2011-09-01 00:00:00+00:00,K81632,11D,0402030K0,Lithium Carbonate,3,0,3,8.39
2011-09-01 00:00:00+00:00,D82620,06W,0402030K0,Lithium Carbonate,4,0,4,6.33
2011-09-01 00:00:00+00:00,Y02564,10J,0402030K0,Lithium Carbonate,2,0,2,1.52
2011-09-01 00:00:00+00:00,P81629,00R,0402030K0,Lithium Carbonate,5,0,5,6.46
2011-09-01 00:00:00+00:00,Y00172,05F,0402030K0,Lithium Carbonate,1,0,1,0.08
2011-09-01 00:00:00+00:00,Y01783,01D,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-09-01 00:00:00+00:00,Y01188,00Y,0402030K0,Lithium Carbonate,3,0,3,1.4
2011-09-01 00:00:00+00:00,C84674,04K,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-09-01 00:00:00+00:00,C85609,02P,0402030K0,Lithium Carbonate,6,0,6,5.84
2011-09-01 00:00:00+00:00,C86612,02X,0402030K0,Lithium Carbonate,2,0,2,3.96
2011-09-01 00:00:00+00:00,Y02587,09W,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-09-01 00:00:00+00:00,D82615,06Y,0402030K0,Lithium Carbonate,2,0,2,4.06
2011-09-01 00:00:00+00:00,C85600,5JE,0402030K0,Lithium Carbonate,2,0,2,7.33
2011-09-01 00:00:00+00:00,Y00672,08L,0402030K0,Lithium Carbonate,2,0,2,0.32
2011-09-01 00:00:00+00:00,Y01208,11A,0402030K0,Lithium Carbonate,1,0,1,1.81
2011-09-01 00:00:00+00:00,Y00658,RNU,0402030K0,Lithium Carbonate,1,0,1,0.06
2011-09-01 00:00:00+00:00,K83074,04G,0402030K0,Lithium Carbonate,6,0,6,8.41
2011-09-01 00:00:00+00:00,P84668,14L,0402030K0,Lithium Carbonate,6,0,6,7.16
2011-09-01 00:00:00+00:00,J82612,10X,0402030K0,Lithium Carbonate,2,0,2,7.31
2011-09-01 00:00:00+00:00,E83667,07M,0402030K0,Lithium Carbonate,8,0,8,10.870000000000001
2011-09-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,2,0,2,1.67
2011-09-01 00:00:00+00:00,E87670,08Y,0402030K0,Lithium Carbonate,1,0,1,1.81
2011-09-01 00:00:00+00:00,Y02081,06T,0402030K0,Lithium Carbonate,2,0,2,5.27
2011-09-01 00:00:00+00:00,K84615,10Q,0402030K0,Lithium Carbonate,4,0,4,13.37
2011-09-01 00:00:00+00:00,Y00617,99M,0402030K0,Lithium Carbonate,1,0,1,0.57
2011-09-01 00:00:00+00:00,C81079,15M,0402030K0,Lithium Carbonate,5,0,5,5.859999999999999
2011-09-01 00:00:00+00:00,C85627,02P,0402030K0,Lithium Carbonate,3,0,3,4.1499999999999995
2011-09-01 00:00:00+00:00,M91039,05Y,0402030K0,Lithium Carbonate,6,0,6,9.73
2011-09-01 00:00:00+00:00,M83019,05G,0402030K0,Lithium Carbonate,2,0,2,1.52
2011-09-01 00:00:00+00:00,H82625,09G,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-10-01 00:00:00+00:00,C84674,04K,0402030K0,Lithium Carbonate,2,0,2,5.24
2011-10-01 00:00:00+00:00,Y02695,RYG,0402030K0,Lithium Carbonate,3,0,3,7.12
2011-10-01 00:00:00+00:00,Y02824,08N,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,Y00737,RYF,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-10-01 00:00:00+00:00,C85609,02P,0402030K0,Lithium Carbonate,21,0,21,13.62
2011-10-01 00:00:00+00:00,K83074,04G,0402030K0,Lithium Carbonate,2,0,2,2.38
2011-10-01 00:00:00+00:00,C85627,02P,0402030K0,Lithium Carbonate,4,0,4,4.77
2011-10-01 00:00:00+00:00,Y00776,12D,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-10-01 00:00:00+00:00,Y02522,08A,0402030K0,Lithium Carbonate,2,0,2,0.6499999999999999
2011-10-01 00:00:00+00:00,E83667,07M,0402030K0,Lithium Carbonate,8,0,8,10.87
2011-10-01 00:00:00+00:00,Y03159,RYG,0402030K0,Lithium Carbonate,3,0,3,2.18
2011-10-01 00:00:00+00:00,P84662,14L,0402030K0,Lithium Carbonate,2,0,2,2.7800000000000002
2011-10-01 00:00:00+00:00,C81079,15M,0402030K0,Lithium Carbonate,3,0,3,4.34
2011-10-01 00:00:00+00:00,K84615,10Q,0402030K0,Lithium Carbonate,3,0,3,4.4399999999999995
2011-10-01 00:00:00+00:00,Y02204,99A,0402030K0,Lithium Carbonate,1,0,1,0.15
2011-10-01 00:00:00+00:00,Y00824,00D,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-10-01 00:00:00+00:00,C85600,5JE,0402030K0,Lithium Carbonate,2,0,2,1.8
2011-10-01 00:00:00+00:00,L81672,15C,0402030K0,Lithium Carbonate,1,0,1,0.15
2011-10-01 00:00:00+00:00,Y00023,03F,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,Y01716,09D,0402030K0,Lithium Carbonate,1,0,1,0.57
2011-10-01 00:00:00+00:00,Y00701,03K,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-10-01 00:00:00+00:00,P81629,00R,0402030K0,Lithium Carbonate,3,0,3,3.4
2011-10-01 00:00:00+00:00,K81091,15D,0402030K0,Lithium Carbonate,1,0,1,2.88
2011-10-01 00:00:00+00:00,Y00195,NW0,0402030K0,Lithium Carbonate,3,0,3,1.3399999999999999
2011-10-01 00:00:00+00:00,J83627,99N,0402030K0,Lithium Carbonate,9,0,9,14.75
2011-10-01 00:00:00+00:00,F82657,08F,0402030K0,Lithium Carbonate,2,0,2,1.8
2011-10-01 00:00:00+00:00,Y00433,01H,0402030K0,Lithium Carbonate,3,0,3,1.94
2011-10-01 00:00:00+00:00,P84668,14L,0402030K0,Lithium Carbonate,4,0,4,4.77
2011-10-01 00:00:00+00:00,F85638,07X,0402030K0,Lithium Carbonate,2,0,2,2.98
2011-10-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,2,0,2,1.26
2011-10-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,5,0,5,8.41
2011-10-01 00:00:00+00:00,M91605,05Y,0402030K0,Lithium Carbonate,2,0,2,0.42
2011-10-01 00:00:00+00:00,H82625,09G,0402030K0,Lithium Carbonate,4,0,4,10.15
2011-10-01 00:00:00+00:00,Y02902,05F,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,K82638,14Y,0402030K0,Lithium Carbonate,1,0,1,0.65
2011-10-01 00:00:00+00:00,Y00700,09E,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,J82607,10X,0402030K0,Lithium Carbonate,8,0,8,11.65
2011-10-01 00:00:00+00:00,Y00408,01R,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,Y01783,01D,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-10-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-10-01 00:00:00+00:00,Y01031,01E,0402030P0,Lithium Citrate,0,1,1,5.2
2011-10-01 00:00:00+00:00,P88628,01W,0402030K0,Lithium Carbonate,5,0,5,2.37
2011-10-01 00:00:00+00:00,Y01188,00Y,0402030K0,Lithium Carbonate,2,0,2,0.93
2011-10-01 00:00:00+00:00,Y03082,08F,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-10-01 00:00:00+00:00,D82615,06Y,0402030K0,Lithium Carbonate,1,0,1,1.94
2011-10-01 00:00:00+00:00,Y03403,05T,0402030K0,Lithium Carbonate,1,0,1,2.15
2011-10-01 00:00:00+00:00,K83624,04G,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-10-01 00:00:00+00:00,Y00192,15N,0402030K0,Lithium Carbonate,4,0,4,4.77
2011-10-01 00:00:00+00:00,C88075,03N,0402030K0,Lithium Carbonate,5,0,5,4.33
2011-10-01 00:00:00+00:00,F85037,07X,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-10-01 00:00:00+00:00,N85639,RY7,0402030K0,Lithium Carbonate,1,0,1,0.12
2011-10-01 00:00:00+00:00,Y02241,RYG,0402030K0,Lithium Carbonate,15,0,15,26.519999999999996
2011-10-01 00:00:00+00:00,C87019,03L,0402030K0,Lithium Carbonate,3,0,3,3.5300000000000002
2011-10-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,4,0,4,4.52
2011-10-01 00:00:00+00:00,Y00400,15C,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-10-01 00:00:00+00:00,Y00438,10L,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-10-01 00:00:00+00:00,Y02587,09W,0402030K0,Lithium Carbonate,1,0,1,1.1
2011-10-01 00:00:00+00:00,P88033,01W,0402030K0,Lithium Carbonate,2,0,2,2.56
2011-10-01 00:00:00+00:00,Y02248,RYG,0402030K0,Lithium Carbonate,2,0,2,2.66
2011-10-01 00:00:00+00:00,Y01660,09Y,0402030K0,Lithium Carbonate,2,0,2,5.46
2011-10-01 00:00:00+00:00,P81705,01E,0402030K0,Lithium Carbonate,3,0,3,3.2800000000000002
2011-10-01 00:00:00+00:00,Y02102,5M2,0402030K0,Lithium Carbonate,6,0,6,8.709999999999999
2011-10-01 00:00:00+00:00,Y00779,15C,0402030K0,Lithium Carbonate,2,0,2,1.15
2011-10-01 00:00:00+00:00,L83126,15N,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-10-01 00:00:00+00:00,Y01126,02R,0402030K0,Lithium Carbonate,1,0,1,0.62
2011-10-01 00:00:00+00:00,Y02595,99A,0402030K0,Lithium Carbonate,9,0,9,5.33
2011-10-01 00:00:00+00:00,G83069,08A,0402030K0,Lithium Carbonate,10,0,10,17.37
2011-10-01 00:00:00+00:00,D82620,06W,0402030K0,Lithium Carbonate,4,0,4,5.8999999999999995
2011-10-01 00:00:00+00:00,F85641,08D,0402030K0,Lithium Carbonate,2,0,2,2.35
2011-10-01 00:00:00+00:00,Y00183,08F,0402030K0,Lithium Carbonate,2,0,2,3.25
2011-10-01 00:00:00+00:00,Y00203,01G,0402030K0,Lithium Carbonate,1,0,1,0.15
2011-10-01 00:00:00+00:00,N81104,02F,0402030K0,Lithium Carbonate,9,0,9,12.129999999999999
2011-10-01 00:00:00+00:00,J82612,10X,0402030K0,Lithium Carbonate,1,0,1,4.99
2011-10-01 00:00:00+00:00,Y02247,RYG,0402030K0,Lithium Carbonate,2,0,2,6.45
2011-10-01 00:00:00+00:00,P81677,01A,0402030K0,Lithium Carbonate,2,0,2,3.53
2011-10-01 00:00:00+00:00,Y00030,RCD,0402030K0,Lithium Carbonate,2,0,2,1.18
2011-10-01 00:00:00+00:00,Y00622,NTP,0402030K0,Lithium Carbonate,3,0,3,0.56
2011-10-01 00:00:00+00:00,M92036,06A,0402030K0,Lithium Carbonate,2,0,2,1.7200000000000002
2011-10-01 00:00:00+00:00,Y02148,NR5,0402030K0,Lithium Carbonate,2,0,2,2.44
2011-10-01 00:00:00+00:00,Y02615,15E,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-10-01 00:00:00+00:00,Y01845,99N,0402030K0,Lithium Carbonate,1,0,1,1.81
2011-10-01 00:00:00+00:00,C86612,02X,0402030K0,Lithium Carbonate,3,0,3,7.08
2011-10-01 00:00:00+00:00,Y00597,01W,0402030K0,Lithium Carbonate,2,0,2,0.3
2011-10-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,4,0,4,0.69
2011-10-01 00:00:00+00:00,Y03056,RYG,0402030K0,Lithium Carbonate,7,0,7,5.64
2011-10-01 00:00:00+00:00,M91039,05Y,0402030K0,Lithium Carbonate,7,0,7,7.86
2011-10-01 00:00:00+00:00,Y00751,15D,0402030K0,Lithium Carbonate,2,0,2,0.44000000000000006
2011-10-01 00:00:00+00:00,Y00277,14L,0402030K0,Lithium Carbonate,2,0,2,0.49
2011-10-01 00:00:00+00:00,F81643,07G,0402030K0,Lithium Carbonate,7,0,7,8.42
2011-10-01 00:00:00+00:00,K81632,11D,0402030K0,Lithium Carbonate,3,0,3,8.39
2011-10-01 00:00:00+00:00,Y00049,11N,0402030P0,Lithium Citrate,0,1,1,5.2
2011-10-01 00:00:00+00:00,P84646,14L,0402030K0,Lithium Carbonate,1,0,1,1.88
2011-10-01 00:00:00+00:00,Y02331,413,0402030K0,Lithium Carbonate,1,0,1,0.9
2011-10-01 00:00:00+00:00,Y01128,15D,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-10-01 00:00:00+00:00,Y01208,11A,0402030K0,Lithium Carbonate,2,0,2,3.62
2011-11-01 00:00:00+00:00,Y03419,99E,0402030K0,Lithium Carbonate,1,0,1,1.76
2011-11-01 00:00:00+00:00,F85641,08D,0402030K0,Lithium Carbonate,1,0,1,1.88
2011-11-01 00:00:00+00:00,Y02824,08N,0402030K0,Lithium Carbonate,2,0,2,1.23
2011-11-01 00:00:00+00:00,B83690,209,0402030K0,Lithium Carbonate,1,0,1,2.16
2011-11-01 00:00:00+00:00,Y00327,RXA,0402030K0,Lithium Carbonate,1,0,1,0.29
2011-11-01 00:00:00+00:00,P84662,14L,0402030K0,Lithium Carbonate,2,0,2,2.7800000000000002
2011-11-01 00:00:00+00:00,Y00049,11N,0402030P0,Lithium Citrate,0,1,1,5.2
2011-11-01 00:00:00+00:00,P81629,00R,0402030K0,Lithium Carbonate,8,0,8,8.690000000000001
2011-11-01 00:00:00+00:00,F85638,07X,0402030K0,Lithium Carbonate,2,0,2,2.44
2011-11-01 00:00:00+00:00,Y00597,01W,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-11-01 00:00:00+00:00,F83630,08H,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-11-01 00:00:00+00:00,C85609,02P,0402030K0,Lithium Carbonate,9,0,9,4.27
2011-11-01 00:00:00+00:00,Y00754,RCD,0402030K0,Lithium Carbonate,2,0,2,0.8
2011-11-01 00:00:00+00:00,Y00203,01G,0402030K0,Lithium Carbonate,2,0,2,0.16
2011-11-01 00:00:00+00:00,Y00183,08F,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-11-01 00:00:00+00:00,J83627,99N,0402030K0,Lithium Carbonate,9,0,9,9.89
2011-11-01 00:00:00+00:00,Y01156,15E,0402030K0,Lithium Carbonate,1,0,1,0.47
2011-11-01 00:00:00+00:00,Y02991,06H,0402030K0,Lithium Carbonate,3,0,3,1.04
2011-11-01 00:00:00+00:00,Y02146,NLX,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-11-01 00:00:00+00:00,Y02241,RYG,0402030P0,Lithium Citrate,0,1,1,33.81
2011-11-01 00:00:00+00:00,J82612,10X,0402030K0,Lithium Carbonate,1,0,1,6.21
2011-11-01 00:00:00+00:00,M83019,05G,0402030K0,Lithium Carbonate,2,0,2,1.52
2011-11-01 00:00:00+00:00,Y00152,5PA,0402030K0,Lithium Carbonate,1,0,1,0.6
2011-11-01 00:00:00+00:00,Y00071,15N,0402030P0,Lithium Citrate,0,1,1,1.41
2011-11-01 00:00:00+00:00,Y02403,15E,0402030K0,Lithium Carbonate,1,0,1,0.83
2011-11-01 00:00:00+00:00,Y01086,NVE,0402030K0,Lithium Carbonate,2,0,2,0.15000000000000002
2011-11-01 00:00:00+00:00,C85600,5JE,0402030K0,Lithium Carbonate,2,0,2,7.33
2011-11-01 00:00:00+00:00,Y01866,15E,0402030K0,Lithium Carbonate,1,0,1,0.22
2011-11-01 00:00:00+00:00,Y00658,RNU,0402030K0,Lithium Carbonate,3,0,3,1.33
2011-11-01 00:00:00+00:00,Y02595,99A,0402030K0,Lithium Carbonate,10,0,10,6.4
2011-11-01 00:00:00+00:00,Y01128,15D,0402030K0,Lithium Carbonate,1,0,1,1.63
2011-11-01 00:00:00+00:00,Y00934,00T,0402030K0,Lithium Carbonate,1,0,1,0.1
2011-11-01 00:00:00+00:00,N85645,RY7,0402030K0,Lithium Carbonate,1,0,1,2.62
2011-11-01 00:00:00+00:00,Y01141,RY6,0402030K0,Lithium Carbonate,2,0,2,1.8
2011-11-01 00:00:00+00:00,K84615,10Q,0402030K0,Lithium Carbonate,5,0,5,9.760000000000002
2011-11-01 00:00:00+00:00,Y01243,01J,0402030K0,Lithium Carbonate,2,0,2,1.52
2011-11-01 00:00:00+00:00,Y00781,08N,0402030K0,Lithium Carbonate,11,0,11,16.16
2011-11-01 00:00:00+00:00,Y02937,15D,0402030K0,Lithium Carbonate,2,0,2,0.8
